recipe_id	recipe_name	category	menu_roles	pricing_status	ingredient	qty_per_person	unit
paccheri_vongole_seppie_v30	Paccheri con vongole e seppie	primo	primo	READY_FOR_PRODUCT_MAPPING	aglio		
paccheri_vongole_seppie_v30	Paccheri con vongole e seppie	primo	primo	READY_FOR_PRODUCT_MAPPING	prezzemolo		
paccheri_vongole_seppie_v30	Paccheri con vongole e seppie	primo	primo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva		
paccheri_vongole_seppie_v30	Paccheri con vongole e seppie	primo	primo	READY_FOR_PRODUCT_MAPPING	sale		
spaghetti_scoglio_v30	Spaghetti allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	spaghetti	80	g
spaghetti_scoglio_v30	Spaghetti allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	gamberi	1	pz
spaghetti_scoglio_v30	Spaghetti allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	scampi	1	pz
spaghetti_scoglio_v30	Spaghetti allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	calamari	0.5	pz
spaghetti_scoglio_v30	Spaghetti allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	vongole	50	g
spaghetti_scoglio_v30	Spaghetti allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	cozze	50	g
spaghetti_scoglio_v30	Spaghetti allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	aglio	0.25	spicchio
spaghetti_scoglio_v30	Spaghetti allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	vino bianco	0.25	bicchiere
spaghetti_scoglio_v30	Spaghetti allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	salsa di pomodoro		
spaghetti_scoglio_v30	Spaghetti allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	prezzemolo		
spaghetti_scoglio_v30	Spaghetti allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva		
spaghetti_scoglio_v30	Spaghetti allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	sale		
paccheri_scoglio_v30	Paccheri allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	paccheri	100	g
paccheri_scoglio_v30	Paccheri allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	vongole veraci	37.5	g
paccheri_scoglio_v30	Paccheri allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	cozze	37.5	g
paccheri_scoglio_v30	Paccheri allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	totani	37.5	g
paccheri_scoglio_v30	Paccheri allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	pomodorini	0.5	pz
paccheri_scoglio_v30	Paccheri allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	aglio	0.5	spicchio
paccheri_scoglio_v30	Paccheri allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva	0.5	cucchiaio
paccheri_scoglio_v30	Paccheri allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	prezzemolo		
paccheri_scoglio_v30	Paccheri allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	sale		
paccheri_scoglio_v30	Paccheri allo scoglio	primo	primo	READY_FOR_PRODUCT_MAPPING	pepe		
linguine_sparnocchie_v30	Linguine con sparnocchie	primo	primo	READY_FOR_PRODUCT_MAPPING	linguine fresche	100	g
linguine_sparnocchie_v30	Linguine con sparnocchie	primo	primo	READY_FOR_PRODUCT_MAPPING	sparnocchie	250	g
linguine_sparnocchie_v30	Linguine con sparnocchie	primo	primo	READY_FOR_PRODUCT_MAPPING	pomodori pelati San Marzano	125	g
linguine_sparnocchie_v30	Linguine con sparnocchie	primo	primo	READY_FOR_PRODUCT_MAPPING	pomodorini del Piennolo	25	g
linguine_sparnocchie_v30	Linguine con sparnocchie	primo	primo	READY_FOR_PRODUCT_MAPPING	aglio	0.5	spicchio
linguine_sparnocchie_v30	Linguine con sparnocchie	primo	primo	READY_FOR_PRODUCT_MAPPING	brandy	0.25	bicchiere
linguine_sparnocchie_v30	Linguine con sparnocchie	primo	primo	READY_FOR_PRODUCT_MAPPING	vino bianco	0.25	bicchiere
linguine_sparnocchie_v30	Linguine con sparnocchie	primo	primo	READY_FOR_PRODUCT_MAPPING	cipolla ramata	0.25	pz
linguine_sparnocchie_v30	Linguine con sparnocchie	primo	primo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva	17.5	ml
linguine_sparnocchie_v30	Linguine con sparnocchie	primo	primo	READY_FOR_PRODUCT_MAPPING	prezzemolo		
linguine_sparnocchie_v30	Linguine con sparnocchie	primo	primo	READY_FOR_PRODUCT_MAPPING	peperoncino		
linguine_sparnocchie_v30	Linguine con sparnocchie	primo	primo	READY_FOR_PRODUCT_MAPPING	sale		
paccheri_pesce_spada_v30	Paccheri al ragù di pesce spada	primo	primo	READY_FOR_PRODUCT_MAPPING	paccheri	125	g
paccheri_pesce_spada_v30	Paccheri al ragù di pesce spada	primo	primo	READY_FOR_PRODUCT_MAPPING	pesce spada	50	g
paccheri_pesce_spada_v30	Paccheri al ragù di pesce spada	primo	primo	READY_FOR_PRODUCT_MAPPING	pomodorini pizzutelli	50	g
paccheri_pesce_spada_v30	Paccheri al ragù di pesce spada	primo	primo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva	10	ml
paccheri_pesce_spada_v30	Paccheri al ragù di pesce spada	primo	primo	READY_FOR_PRODUCT_MAPPING	aglio	0.25	spicchio
paccheri_pesce_spada_v30	Paccheri al ragù di pesce spada	primo	primo	READY_FOR_PRODUCT_MAPPING	farina 00	0.25	cucchiaio
paccheri_pesce_spada_v30	Paccheri al ragù di pesce spada	primo	primo	READY_FOR_PRODUCT_MAPPING	prezzemolo		
paccheri_pesce_spada_v30	Paccheri al ragù di pesce spada	primo	primo	READY_FOR_PRODUCT_MAPPING	sale		
paccheri_pesce_spada_v30	Paccheri al ragù di pesce spada	primo	primo	READY_FOR_PRODUCT_MAPPING	pepe		
spaghetti_baccala_olive_v30	Spaghetti con baccalà e olive nere	primo	primo	READY_FOR_PRODUCT_MAPPING	spaghetti	80	g
spaghetti_baccala_olive_v30	Spaghetti con baccalà e olive nere	primo	primo	READY_FOR_PRODUCT_MAPPING	baccalà ammollato	75	g
spaghetti_baccala_olive_v30	Spaghetti con baccalà e olive nere	primo	primo	READY_FOR_PRODUCT_MAPPING	broccoli	50	g
spaghetti_baccala_olive_v30	Spaghetti con baccalà e olive nere	primo	primo	READY_FOR_PRODUCT_MAPPING	olive nere	62.5	g
spaghetti_baccala_olive_v30	Spaghetti con baccalà e olive nere	primo	primo	READY_FOR_PRODUCT_MAPPING	aglio	0.25	spicchio
spaghetti_baccala_olive_v30	Spaghetti con baccalà e olive nere	primo	primo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva	1	cucchiaio
spaghetti_baccala_olive_v30	Spaghetti con baccalà e olive nere	primo	primo	READY_FOR_PRODUCT_MAPPING	prezzemolo		
spaghetti_baccala_olive_v30	Spaghetti con baccalà e olive nere	primo	primo	READY_FOR_PRODUCT_MAPPING	sale		
spaghetti_baccala_olive_v30	Spaghetti con baccalà e olive nere	primo	primo	READY_FOR_PRODUCT_MAPPING	pepe nero		
lasagna_mare_v30	Lasagna di mare	primo	primo	READY_FOR_PRODUCT_MAPPING	lasagne	150	g
lasagna_mare_v30	Lasagna di mare	primo	primo	READY_FOR_PRODUCT_MAPPING	frutti di mare misti	125	g
lasagna_mare_v30	Lasagna di mare	primo	primo	READY_FOR_PRODUCT_MAPPING	gamberi	150	g
lasagna_mare_v30	Lasagna di mare	primo	primo	READY_FOR_PRODUCT_MAPPING	calamari	100	g
lasagna_mare_v30	Lasagna di mare	primo	primo	READY_FOR_PRODUCT_MAPPING	seppioline	100	g
lasagna_mare_v30	Lasagna di mare	primo	primo	READY_FOR_PRODUCT_MAPPING	aglio	0.25	spicchio
lasagna_mare_v30	Lasagna di mare	primo	primo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva	1	cucchiaio
lasagna_mare_v30	Lasagna di mare	primo	primo	READY_FOR_PRODUCT_MAPPING	vino bianco Falanghina	0.25	bicchiere
lasagna_mare_v30	Lasagna di mare	primo	primo	READY_FOR_PRODUCT_MAPPING	latte	125	ml
lasagna_mare_v30	Lasagna di mare	primo	primo	READY_FOR_PRODUCT_MAPPING	burro	12.5	g
lasagna_mare_v30	Lasagna di mare	primo	primo	READY_FOR_PRODUCT_MAPPING	farina	12.5	g
lasagna_mare_v30	Lasagna di mare	primo	primo	READY_FOR_PRODUCT_MAPPING	prezzemolo		
lasagna_mare_v30	Lasagna di mare	primo	primo	READY_FOR_PRODUCT_MAPPING	sale		
pasta_fagioli_cozze_v30	Pasta e fagioli con le cozze	primo	primo	READY_FOR_PRODUCT_MAPPING	pasta mista	62.5	g
pasta_fagioli_cozze_v30	Pasta e fagioli con le cozze	primo	primo	READY_FOR_PRODUCT_MAPPING	cozze	250	g
pasta_fagioli_cozze_v30	Pasta e fagioli con le cozze	primo	primo	READY_FOR_PRODUCT_MAPPING	fagioli lessi	62.5	g
pasta_fagioli_cozze_v30	Pasta e fagioli con le cozze	primo	primo	READY_FOR_PRODUCT_MAPPING	pomodorini	25	g
pasta_fagioli_cozze_v30	Pasta e fagioli con le cozze	primo	primo	READY_FOR_PRODUCT_MAPPING	aglio	0.5	spicchio
pasta_fagioli_cozze_v30	Pasta e fagioli con le cozze	primo	primo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva		
pasta_fagioli_cozze_v30	Pasta e fagioli con le cozze	primo	primo	READY_FOR_PRODUCT_MAPPING	prezzemolo		
pasta_fagioli_cozze_v30	Pasta e fagioli con le cozze	primo	primo	READY_FOR_PRODUCT_MAPPING	pepe		
mezzi_paccheri_tonno_limone_v30	Mezzi paccheri al tonno e limone	primo	primo	READY_FOR_PRODUCT_MAPPING	mezzi paccheri	75	g
mezzi_paccheri_tonno_limone_v30	Mezzi paccheri al tonno e limone	primo	primo	READY_FOR_PRODUCT_MAPPING	tonno sott'olio sgocciolato	50	g
mezzi_paccheri_tonno_limone_v30	Mezzi paccheri al tonno e limone	primo	primo	READY_FOR_PRODUCT_MAPPING	olive	17.5	g
mezzi_paccheri_tonno_limone_v30	Mezzi paccheri al tonno e limone	primo	primo	READY_FOR_PRODUCT_MAPPING	limone	0.25	pz
mezzi_paccheri_tonno_limone_v30	Mezzi paccheri al tonno e limone	primo	primo	READY_FOR_PRODUCT_MAPPING	prezzemolo		
mezzi_paccheri_tonno_limone_v30	Mezzi paccheri al tonno e limone	primo	primo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva	20	g
mezzi_paccheri_tonno_limone_v30	Mezzi paccheri al tonno e limone	primo	primo	READY_FOR_PRODUCT_MAPPING	sale		
paccheri_sgombro_v30	Paccheri gratinati ripieni di sgombro	primo	primo	READY_FOR_PRODUCT_MAPPING	paccheri	50	g
paccheri_sgombro_v30	Paccheri gratinati ripieni di sgombro	primo	primo	READY_FOR_PRODUCT_MAPPING	sgombro pulito	50	g
paccheri_sgombro_v30	Paccheri gratinati ripieni di sgombro	primo	primo	READY_FOR_PRODUCT_MAPPING	pancarré	12.5	g
paccheri_sgombro_v30	Paccheri gratinati ripieni di sgombro	primo	primo	READY_FOR_PRODUCT_MAPPING	peperone rosso	5	g
paccheri_sgombro_v30	Paccheri gratinati ripieni di sgombro	primo	primo	READY_FOR_PRODUCT_MAPPING	pomodoro ramato	0.75	pz
paccheri_sgombro_v30	Paccheri gratinati ripieni di sgombro	primo	primo	READY_FOR_PRODUCT_MAPPING	cipolla bianca	0.25	pz
paccheri_sgombro_v30	Paccheri gratinati ripieni di sgombro	primo	primo	READY_FOR_PRODUCT_MAPPING	grana		
paccheri_sgombro_v30	Paccheri gratinati ripieni di sgombro	primo	primo	READY_FOR_PRODUCT_MAPPING	origano		
paccheri_sgombro_v30	Paccheri gratinati ripieni di sgombro	primo	primo	READY_FOR_PRODUCT_MAPPING	prezzemolo		
paccheri_sgombro_v30	Paccheri gratinati ripieni di sgombro	primo	primo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva		
paccheri_sgombro_v30	Paccheri gratinati ripieni di sgombro	primo	primo	READY_FOR_PRODUCT_MAPPING	sale		
pasta_calamari_gamberi_v30	Linguine con calamari e gamberi	primo	primo	READY_FOR_PRODUCT_MAPPING	linguine	80	g
pasta_calamari_gamberi_v30	Linguine con calamari e gamberi	primo	primo	READY_FOR_PRODUCT_MAPPING	calamari	87.5	g
pasta_calamari_gamberi_v30	Linguine con calamari e gamberi	primo	primo	READY_FOR_PRODUCT_MAPPING	gamberi	75	g
pasta_calamari_gamberi_v30	Linguine con calamari e gamberi	primo	primo	READY_FOR_PRODUCT_MAPPING	pomodorini	125	g
pasta_calamari_gamberi_v30	Linguine con calamari e gamberi	primo	primo	READY_FOR_PRODUCT_MAPPING	aglio	0.25	spicchio
pasta_calamari_gamberi_v30	Linguine con calamari e gamberi	primo	primo	READY_FOR_PRODUCT_MAPPING	vino bianco	0.125	bicchiere
pasta_calamari_gamberi_v30	Linguine con calamari e gamberi	primo	primo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva		
pasta_calamari_gamberi_v30	Linguine con calamari e gamberi	primo	primo	READY_FOR_PRODUCT_MAPPING	sale		
pasta_calamari_gamberi_v30	Linguine con calamari e gamberi	primo	primo	READY_FOR_PRODUCT_MAPPING	pepe		
paccheri_calamari_piennolo_v30	Paccheri con calamari e pomodori del Piennolo	primo	primo	READY_FOR_PRODUCT_MAPPING	paccheri	60	g
paccheri_calamari_piennolo_v30	Paccheri con calamari e pomodori del Piennolo	primo	primo	READY_FOR_PRODUCT_MAPPING	calamari	100	g
paccheri_calamari_piennolo_v30	Paccheri con calamari e pomodori del Piennolo	primo	primo	READY_FOR_PRODUCT_MAPPING	pomodori del Piennolo	62.5	g
paccheri_calamari_piennolo_v30	Paccheri con calamari e pomodori del Piennolo	primo	primo	READY_FOR_PRODUCT_MAPPING	peperoncino	0.125	pz
paccheri_calamari_piennolo_v30	Paccheri con calamari e pomodori del Piennolo	primo	primo	READY_FOR_PRODUCT_MAPPING	aglio		
paccheri_calamari_piennolo_v30	Paccheri con calamari e pomodori del Piennolo	primo	primo	READY_FOR_PRODUCT_MAPPING	capperi		
paccheri_calamari_piennolo_v30	Paccheri con calamari e pomodori del Piennolo	primo	primo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva		
paccheri_calamari_piennolo_v30	Paccheri con calamari e pomodori del Piennolo	primo	primo	READY_FOR_PRODUCT_MAPPING	sale		
scialatielli_limone_colatura_v30	Scialatielli limone e colatura di alici	primo	primo	READY_FOR_PRODUCT_MAPPING	scialatielli freschi	80	g
scialatielli_limone_colatura_v30	Scialatielli limone e colatura di alici	primo	primo	READY_FOR_PRODUCT_MAPPING	vongole veraci	125	g
scialatielli_limone_colatura_v30	Scialatielli limone e colatura di alici	primo	primo	READY_FOR_PRODUCT_MAPPING	cozze	125	g
scialatielli_limone_colatura_v30	Scialatielli limone e colatura di alici	primo	primo	READY_FOR_PRODUCT_MAPPING	gamberi o calamaretti	50	g
scialatielli_limone_colatura_v30	Scialatielli limone e colatura di alici	primo	primo	READY_FOR_PRODUCT_MAPPING	limone	0.25	pz
scialatielli_limone_colatura_v30	Scialatielli limone e colatura di alici	primo	primo	READY_FOR_PRODUCT_MAPPING	colatura di alici	0.25	cucchiaio
scialatielli_limone_colatura_v30	Scialatielli limone e colatura di alici	primo	primo	READY_FOR_PRODUCT_MAPPING	aglio	0.5	spicchio
scialatielli_limone_colatura_v30	Scialatielli limone e colatura di alici	primo	primo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva		
scialatielli_limone_colatura_v30	Scialatielli limone e colatura di alici	primo	primo	READY_FOR_PRODUCT_MAPPING	prezzemolo		
scialatielli_limone_colatura_v30	Scialatielli limone e colatura di alici	primo	primo	READY_FOR_PRODUCT_MAPPING	pepe		
spaghetti_frutti_cartoccio_v30	Spaghetti ai frutti di mare al cartoccio	primo	primo	READY_FOR_PRODUCT_MAPPING	spaghetti	80	g
spaghetti_frutti_cartoccio_v30	Spaghetti ai frutti di mare al cartoccio	primo	primo	READY_FOR_PRODUCT_MAPPING	moscardini	1	pz
spaghetti_frutti_cartoccio_v30	Spaghetti ai frutti di mare al cartoccio	primo	primo	READY_FOR_PRODUCT_MAPPING	calamaretti	2.5	pz
spaghetti_frutti_cartoccio_v30	Spaghetti ai frutti di mare al cartoccio	primo	primo	READY_FOR_PRODUCT_MAPPING	vongole	2.5	pz
spaghetti_frutti_cartoccio_v30	Spaghetti ai frutti di mare al cartoccio	primo	primo	READY_FOR_PRODUCT_MAPPING	gamberi	2	pz
spaghetti_frutti_cartoccio_v30	Spaghetti ai frutti di mare al cartoccio	primo	primo	READY_FOR_PRODUCT_MAPPING	pomodori maturi	1	pz
spaghetti_frutti_cartoccio_v30	Spaghetti ai frutti di mare al cartoccio	primo	primo	READY_FOR_PRODUCT_MAPPING	aglio	0.5	spicchio
spaghetti_frutti_cartoccio_v30	Spaghetti ai frutti di mare al cartoccio	primo	primo	READY_FOR_PRODUCT_MAPPING	basilico		
spaghetti_frutti_cartoccio_v30	Spaghetti ai frutti di mare al cartoccio	primo	primo	READY_FOR_PRODUCT_MAPPING	prezzemolo		
spaghetti_frutti_cartoccio_v30	Spaghetti ai frutti di mare al cartoccio	primo	primo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva		
spaghetti_frutti_cartoccio_v30	Spaghetti ai frutti di mare al cartoccio	primo	primo	READY_FOR_PRODUCT_MAPPING	sale		
maccheroni_puveriello_alici_v30	Maccheroni alla puveriello con alici	primo	primo	READY_FOR_PRODUCT_MAPPING	pasta	100	g
maccheroni_puveriello_alici_v30	Maccheroni alla puveriello con alici	primo	primo	READY_FOR_PRODUCT_MAPPING	pangrattato	25	g
maccheroni_puveriello_alici_v30	Maccheroni alla puveriello con alici	primo	primo	READY_FOR_PRODUCT_MAPPING	alici sotto sale	0.5	pz
maccheroni_puveriello_alici_v30	Maccheroni alla puveriello con alici	primo	primo	READY_FOR_PRODUCT_MAPPING	aglio	0.25	spicchio
maccheroni_puveriello_alici_v30	Maccheroni alla puveriello con alici	primo	primo	READY_FOR_PRODUCT_MAPPING	limone amalfitano	0.25	pz
maccheroni_puveriello_alici_v30	Maccheroni alla puveriello con alici	primo	primo	READY_FOR_PRODUCT_MAPPING	peperoncino	0.25	pz
maccheroni_puveriello_alici_v30	Maccheroni alla puveriello con alici	primo	primo	READY_FOR_PRODUCT_MAPPING	prezzemolo		
maccheroni_puveriello_alici_v30	Maccheroni alla puveriello con alici	primo	primo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva		
maccheroni_puveriello_alici_v30	Maccheroni alla puveriello con alici	primo	primo	READY_FOR_PRODUCT_MAPPING	sale		
pasta_ragu_tonno_v30	Pasta al ragù di tonno	primo	primo	READY_FOR_PRODUCT_MAPPING	pasta corta	80	g
pasta_ragu_tonno_v30	Pasta al ragù di tonno	primo	primo	READY_FOR_PRODUCT_MAPPING	tonno fresco	75	g
pasta_ragu_tonno_v30	Pasta al ragù di tonno	primo	primo	READY_FOR_PRODUCT_MAPPING	pomodorini	50	g
pasta_ragu_tonno_v30	Pasta al ragù di tonno	primo	primo	READY_FOR_PRODUCT_MAPPING	aglio	0.25	spicchio
pasta_ragu_tonno_v30	Pasta al ragù di tonno	primo	primo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva	12.5	ml
pasta_ragu_tonno_v30	Pasta al ragù di tonno	primo	primo	READY_FOR_PRODUCT_MAPPING	olive nere	5	g
pasta_ragu_tonno_v30	Pasta al ragù di tonno	primo	primo	READY_FOR_PRODUCT_MAPPING	capperi	2.5	g
pasta_ragu_tonno_v30	Pasta al ragù di tonno	primo	primo	READY_FOR_PRODUCT_MAPPING	prezzemolo		
pasta_ragu_tonno_v30	Pasta al ragù di tonno	primo	primo	READY_FOR_PRODUCT_MAPPING	sale		
pasta_ragu_tonno_v30	Pasta al ragù di tonno	primo	primo	READY_FOR_PRODUCT_MAPPING	pepe		
bistecche_pizzaiola_v30	Bistecche alla pizzaiola	secondo	secondo	READY_FOR_PRODUCT_MAPPING	fettine di scamone di manzo	100	g
bistecche_pizzaiola_v30	Bistecche alla pizzaiola	secondo	secondo	READY_FOR_PRODUCT_MAPPING	passata di pomodoro	50	g
bistecche_pizzaiola_v30	Bistecche alla pizzaiola	secondo	secondo	READY_FOR_PRODUCT_MAPPING	aglio	0.25	spicchio
bistecche_pizzaiola_v30	Bistecche alla pizzaiola	secondo	secondo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva	0.5	cucchiaio
bistecche_pizzaiola_v30	Bistecche alla pizzaiola	secondo	secondo	READY_FOR_PRODUCT_MAPPING	origano		
bistecche_pizzaiola_v30	Bistecche alla pizzaiola	secondo	secondo	READY_FOR_PRODUCT_MAPPING	sale		
bistecche_pizzaiola_v30	Bistecche alla pizzaiola	secondo	secondo	READY_FOR_PRODUCT_MAPPING	pepe		
braciole_maiale_napoletane_v30	Braciole di maiale	secondo	secondo	READY_FOR_PRODUCT_MAPPING	lonza di maiale a fette	150	g
braciole_maiale_napoletane_v30	Braciole di maiale	secondo	secondo	READY_FOR_PRODUCT_MAPPING	prosciutto crudo	16.7	g
braciole_maiale_napoletane_v30	Braciole di maiale	secondo	secondo	READY_FOR_PRODUCT_MAPPING	uvetta	8.3	g
braciole_maiale_napoletane_v30	Braciole di maiale	secondo	secondo	READY_FOR_PRODUCT_MAPPING	capperi	8.3	g
braciole_maiale_napoletane_v30	Braciole di maiale	secondo	secondo	READY_FOR_PRODUCT_MAPPING	passata di pomodoro	8.3	g
braciole_maiale_napoletane_v30	Braciole di maiale	secondo	secondo	READY_FOR_PRODUCT_MAPPING	pinoli	5	g
braciole_maiale_napoletane_v30	Braciole di maiale	secondo	secondo	READY_FOR_PRODUCT_MAPPING	pangrattato		
braciole_maiale_napoletane_v30	Braciole di maiale	secondo	secondo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva		
braciole_maiale_napoletane_v30	Braciole di maiale	secondo	secondo	READY_FOR_PRODUCT_MAPPING	sale		
fettine_vitello_olive_pizzaiola_v30	Fettine di vitello e olive alla pizzaiola	secondo	secondo	READY_FOR_PRODUCT_MAPPING	fettine di vitello	150	g
fettine_vitello_olive_pizzaiola_v30	Fettine di vitello e olive alla pizzaiola	secondo	secondo	READY_FOR_PRODUCT_MAPPING	salsa di pomodoro	150	g
fettine_vitello_olive_pizzaiola_v30	Fettine di vitello e olive alla pizzaiola	secondo	secondo	READY_FOR_PRODUCT_MAPPING	olive verdi	10	g
fettine_vitello_olive_pizzaiola_v30	Fettine di vitello e olive alla pizzaiola	secondo	secondo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva	10	g
fettine_vitello_olive_pizzaiola_v30	Fettine di vitello e olive alla pizzaiola	secondo	secondo	READY_FOR_PRODUCT_MAPPING	farina	0.25	cucchiaio
fettine_vitello_olive_pizzaiola_v30	Fettine di vitello e olive alla pizzaiola	secondo	secondo	READY_FOR_PRODUCT_MAPPING	origano		
fettine_vitello_olive_pizzaiola_v30	Fettine di vitello e olive alla pizzaiola	secondo	secondo	READY_FOR_PRODUCT_MAPPING	sale		
fettine_vitello_olive_pizzaiola_v30	Fettine di vitello e olive alla pizzaiola	secondo	secondo	READY_FOR_PRODUCT_MAPPING	pepe		
agnello_forno_patate_v30	Agnello al forno con patate	secondo	secondo	READY_FOR_PRODUCT_MAPPING	agnello	250	g
agnello_forno_patate_v30	Agnello al forno con patate	secondo	secondo	READY_FOR_PRODUCT_MAPPING	patate	200	g
agnello_forno_patate_v30	Agnello al forno con patate	secondo	secondo	READY_FOR_PRODUCT_MAPPING	aglio	0.5	spicchio
agnello_forno_patate_v30	Agnello al forno con patate	secondo	secondo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva	12.5	ml
agnello_forno_patate_v30	Agnello al forno con patate	secondo	secondo	READY_FOR_PRODUCT_MAPPING	vino bianco	0.25	bicchiere
agnello_forno_patate_v30	Agnello al forno con patate	secondo	secondo	READY_FOR_PRODUCT_MAPPING	limone	0.25	pz
agnello_forno_patate_v30	Agnello al forno con patate	secondo	secondo	READY_FOR_PRODUCT_MAPPING	cipolla	0.25	pz
agnello_forno_patate_v30	Agnello al forno con patate	secondo	secondo	READY_FOR_PRODUCT_MAPPING	rosmarino		
agnello_forno_patate_v30	Agnello al forno con patate	secondo	secondo	READY_FOR_PRODUCT_MAPPING	sale		
agnello_forno_patate_v30	Agnello al forno con patate	secondo	secondo	READY_FOR_PRODUCT_MAPPING	pepe		
salsiccia_patate_v30	Salsiccia con patate al forno	secondo	secondo	READY_FOR_PRODUCT_MAPPING	salsiccia	100	g
salsiccia_patate_v30	Salsiccia con patate al forno	secondo	secondo	READY_FOR_PRODUCT_MAPPING	patate	100	g
salsiccia_patate_v30	Salsiccia con patate al forno	secondo	secondo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva		
salsiccia_patate_v30	Salsiccia con patate al forno	secondo	secondo	READY_FOR_PRODUCT_MAPPING	rosmarino		
salsiccia_patate_v30	Salsiccia con patate al forno	secondo	secondo	READY_FOR_PRODUCT_MAPPING	sale		
fettine_lonza_limone_v30	Fettine di lonza al limone	secondo	secondo	READY_FOR_PRODUCT_MAPPING	fettine di lonza	100	g
fettine_lonza_limone_v30	Fettine di lonza al limone	secondo	secondo	READY_FOR_PRODUCT_MAPPING	burro	12.5	g
fettine_lonza_limone_v30	Fettine di lonza al limone	secondo	secondo	READY_FOR_PRODUCT_MAPPING	limone	0.25	pz
fettine_lonza_limone_v30	Fettine di lonza al limone	secondo	secondo	READY_FOR_PRODUCT_MAPPING	farina		
fettine_lonza_limone_v30	Fettine di lonza al limone	secondo	secondo	READY_FOR_PRODUCT_MAPPING	sale		
fettine_lonza_limone_v30	Fettine di lonza al limone	secondo	secondo	READY_FOR_PRODUCT_MAPPING	pepe		
costoletta_maiale_piastra_v30	Costoletta di maiale alla piastra	secondo	secondo	READY_FOR_PRODUCT_MAPPING	costoletta di maiale	180	g
costoletta_maiale_piastra_v30	Costoletta di maiale alla piastra	secondo	secondo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva	5	ml
costoletta_maiale_piastra_v30	Costoletta di maiale alla piastra	secondo	secondo	READY_FOR_PRODUCT_MAPPING	rosmarino		
costoletta_maiale_piastra_v30	Costoletta di maiale alla piastra	secondo	secondo	READY_FOR_PRODUCT_MAPPING	sale		
costoletta_maiale_piastra_v30	Costoletta di maiale alla piastra	secondo	secondo	READY_FOR_PRODUCT_MAPPING	pepe		
fettina_manzo_piastra_v30	Fettina di manzo alla piastra	secondo	secondo	READY_FOR_PRODUCT_MAPPING	fettina di manzo	150	g
fettina_manzo_piastra_v30	Fettina di manzo alla piastra	secondo	secondo	READY_FOR_PRODUCT_MAPPING	olio extravergine di oliva	5	ml
fettina_manzo_piastra_v30	Fettina di manzo alla piastra	secondo	secondo	READY_FOR_PRODUCT_MAPPING	sale		
fettina_manzo_piastra_v30	Fettina di manzo alla piastra	secondo	secondo	READY_FOR_PRODUCT_MAPPING	pepe		
involtini_vitello_napoletani_v30	Involtini di vitello	secondo	secondo	READY_FOR_PRODUCT_MAPPING	fettine di vitello	150	g
involtini_vitello_napoletani_v30	Involtini di vitello	secondo	secondo	READY_FOR_PRODUCT_MAPPING	pecorino	25	g
involtini_vitello_napoletani_v30	Involtini di vitello	secondo	secondo	READY_FOR_PRODUCT_MAPPING	prezzemolo		
